0 	 0
0.139785 	 0.851377
0.171065 	 0.837329
0.155425 	 0.865245
0.155425 	 0.865245
0.154448 	 0.865615
0.170088 	 0.840256
0.171065 	 0.837329
0.139785 	 0.851377
0.171065 	 0.837329
0.179863 	 0.804316
0.139785 	 0.851377
0.155425 	 0.865245
0.139785 	 0.851377
0.155425 	 0.865245
0.185728 	 0.776018
0.170088 	 0.840256
0.13783 	 0.8467
0.139785 	 0.851377
0.154448 	 0.865615
0.171065 	 0.837329
0.183773 	 0.78598
0.139785 	 0.851377
0.155425 	 0.865245
0.136852 	 0.844121
0.15347 	 0.86582
0.171065 	 0.837329
0.139785 	 0.851377
0.171065 	 0.837329
0.171065 	 0.837329
0.185728 	 0.776018
0.171065 	 0.837329
0.171065 	 0.837329
0.186706 	 0.770846
0.139785 	 0.851377
0.170088 	 0.840256
0.0762463 	 0.443275
0.171065 	 0.837329
0.138807 	 0.849119
0.171065 	 0.837329
0.155425 	 0.865245
0.186706 	 0.770846
0.139785 	 0.851377
0.171065 	 0.837329
0.132942 	 0.832224
0.154448 	 0.865615
0.124145 	 0.796512
0.138807 	 0.849119
0.155425 	 0.865245
0.155425 	 0.865245
0.108504 	 0.705481
0.170088 	 0.840256
0.171065 	 0.837329
0.13783 	 0.8467
0.139785 	 0.851377
0.139785 	 0.851377
0.128055 	 0.813874
0.171065 	 0.837329
0.139785 	 0.851377
0.171065 	 0.837329
0.155425 	 0.865245
0.155425 	 0.865245
0.139785 	 0.851377
0.0146628 	 0.0210375
0.249267 	 0.292343
0.155425 	 0.865245
0.138807 	 0.849119
0.171065 	 0.837329
0.139785 	 0.851377
0.155425 	 0.865245
0.139785 	 0.851377
0.171065 	 0.837329
0.15347 	 0.86582
0.171065 	 0.837329
0.155425 	 0.865245
0.139785 	 0.851377
0.139785 	 0.851377
0.171065 	 0.837329
0.171065 	 0.837329
0.171065 	 0.837329
0.171065 	 0.837329
0.139785 	 0.851377
0.171065 	 0.837329
0.155425 	 0.865245
0.139785 	 0.851377
0.186706 	 0.770846
0.128055 	 0.813874
0.155425 	 0.865245
0.155425 	 0.865245
0.138807 	 0.849119
0.139785 	 0.851377
0.155425 	 0.865245
0.170088 	 0.840256
0.138807 	 0.849119
0.171065 	 0.837329
0.148583 	 0.864367
0.171065 	 0.837329
0.186706 	 0.770846
0.139785 	 0.851377
0.128055 	 0.813874
